Timestamp,Voltage,Raw Value
1685360870.4250987,0.5603921018097475,4485
1685360870.4460254,0.5605171056245613,4484
1685360870.4670293,0.5605171056245613,4485
1685360870.4879386,0.560642109439375,4485
1685360870.5085006,0.560642109439375,4486
1685360870.529259,0.560642109439375,4486
1685360870.5502355,0.560642109439375,4485
1685360870.5711563,0.5607671132541886,4486
1685360870.592068,0.5607671132541886,4486
1685360870.6129055,0.5608921170690023,4486
1685360870.633845,0.5608921170690023,4487
1685360870.6547565,0.5608921170690023,4488
1685360870.6758373,0.5608921170690023,4488
1685360870.6968052,0.5610171208838161,4489
1685360870.7177985,0.5610171208838161,4488
1685360870.738725,0.5612671285134434,4488
1685360870.7596517,0.5611421246986297,4488
1685360870.7805798,0.5612671285134434,4488
1685360870.8014588,0.5611421246986297,4489
1685360870.822592,0.5611421246986297,4489
1685360870.8434966,0.5611421246986297,4489
1685360870.864339,0.5611421246986297,4490
1685360870.8852491,0.5611421246986297,4490
1685360870.9062634,0.5612671285134434,4489
1685360870.9272134,0.5611421246986297,4490
1685360870.9481428,0.5612671285134434,4490
1685360870.9691615,0.5612671285134434,4491
1685360870.9896264,0.561392132328257,4491
1685360871.0105898,0.5612671285134434,4491
1685360871.0314806,0.561392132328257,4491
1685360871.0525548,0.561392132328257,4490
1685360871.0734556,0.561392132328257,4491
1685360871.0944002,0.5615171361430707,4491
1685360871.1153755,0.561392132328257,4491
1685360871.1365023,0.561392132328257,4490
1685360871.157465,0.5612671285134434,4490
1685360871.1783829,0.5615171361430707,4491
1685360871.198934,0.5615171361430707,4493
1685360871.219961,0.5615171361430707,4493
1685360871.2409086,0.5615171361430707,4492
1685360871.261813,0.561392132328257,4491
1685360871.2830575,0.5615171361430707,4492
1685360871.3036811,0.5615171361430707,4492
1685360871.3245056,0.5615171361430707,4492
1685360871.344894,0.5615171361430707,4492
1685360871.3652203,0.561392132328257,4492
1685360871.3854892,0.5615171361430707,4493
1685360871.4057398,0.5615171361430707,4492
1685360871.426885,0.5615171361430707,4491
1685360871.4471617,0.5615171361430707,4492
1685360871.4675553,0.5616421399578845,4493
1685360871.4915154,0.5615171361430707,4492
1685360871.5120084,0.5615171361430707,4492
1685360871.5327406,0.5616421399578845,4493
1685360871.5532062,0.5616421399578845,4493
1685360871.5742984,0.5616421399578845,4492
1685360871.595276,0.5616421399578845,4493
1685360871.615751,0.5617671437726981,4492
1685360871.6362727,0.5616421399578845,4492
1685360871.6565437,0.5616421399578845,4493
1685360871.6768346,0.5616421399578845,4493
1685360871.6970623,0.5616421399578845,4493
1685360871.717366,0.5616421399578845,4493
1685360871.7383192,0.5617671437726981,4494
1685360871.759181,0.5617671437726981,4494
1685360871.7796478,0.5618921475875118,4494
1685360871.8005779,0.5617671437726981,4493
1685360871.8214839,0.5617671437726981,4494
1685360871.8423526,0.5617671437726981,4494
1685360871.8632443,0.5618921475875118,4495
1685360871.8844464,0.5617671437726981,4494
1685360871.9055212,0.5617671437726981,4494
1685360871.9260855,0.5618921475875118,4495
1685360871.9463387,0.5618921475875118,4495
1685360871.9665875,0.5618921475875118,4495
1685360871.9868789,0.5618921475875118,4495
1685360872.0072403,0.5618921475875118,4495
1685360872.027768,0.5618921475875118,4495
1685360872.0487127,0.5618921475875118,4495
1685360872.0693305,0.5618921475875118,4495
1685360872.0898607,0.5618921475875118,4495
1685360872.1107721,0.5618921475875118,4495
1685360872.1316874,0.5617671437726981,4494
1685360872.1526227,0.5618921475875118,4495
1685360872.1735353,0.5618921475875118,4496
1685360872.1940823,0.5618921475875118,4495
